name,name_location,link,price,price_per_sqft,area,area_type,bedroom,bathroom,description,super_builtup,built_up,carpet_area,config_bedroom,config_bathroom,balcony,additional_rooms,price_text,floor,facing,overlooking,age,address,society,furnish_type,property_id,nearby_locations,furnish_details,features,rating,rating_list,status,Unnamed: 0
Prestige Ocean Tower.,"4 BHK House for sale in Charni Road, Mumbai",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-charni-road-south-mumbai-3180-sq-ft-r3-spid-Z76011383,₹18 Cr,"₹72,000 /sqft","3,180 sqft",Super Built-up Area,4 BHK,4  Baths,"Redefining the mumbai skyline is prestige ocean towers, hosting two magnificent edifices that will be the defining stars of mumbai's queen's necklace. Offering exclusive 4bhk villaments with majestic decks and unstinted views of the arabian sea to all its residents, ocean towers hosts a multi-Level podium with an infinity pool and a clubhouse offering a host of unrivalled curated experiences. C...",3180.0,3100.0,2500.0,4 Bedrooms,4 Bathrooms,3 Balconies,"Study Room,Servant Room,Pooja Room,Store Room",18 Crore,33rd   of 56 Floors,North-East,"Park/Garden,Pool",Dec-28,"Prestige Ocean Tower. Charni Road, Mumbai",,Semifurnished,Z76011383,"['Ganesha', 'Mahalaxmi Mandir', 'Yes bank ATM', 'Ursekar Laser and Microssurgery Eye Clinic', 'Smt. Kamladevi Gauridutt Mittal Ayurvedic Hospital', 'Bay View Clinic', 'Beramjis Hospital', 'Suryakant Wagal Maternity Hospital', 'Brahman Sabha Mhaskar Gruh and General Nursing Home', 'Arete Clinics- Eye and Dental', 'Narvekar Clinics', 'Palshetkar Patil Nursing Home', 'Dr. Yash Shah Total Eye Care', 'Foresight Eye Center', 'Dr.Pai Dhungat Maternity and Nursing Home', 'Samyak Drishti Eye Centre', 'Mumbai Clinic', 'Yogeshwar Surgical Clinic and Nursing Home - Mumbai', 'Cods Clinic', 'Dolby Hospital', 'Sobo Smiles Dental Clinic', 'Rainbow Chemist', 'Noble Chemist', 'Petro', 'Sahitya sangh mandir', 'Royal', 'Punjab bank', 'North kanara bank', 'State bank of india', 'Icici bank', 'Bank of baroda', 'Thali', ""Domino's"", 'Little Italy', 'Paramount', 'Ice Cream Works', 'Tiwari Brothers Mithaiwala', 'Nityanand Fast Food', 'Coffee Day', 'Vanakkam Vihar', 'Cafe Ideal', 'Narayan Dosa', 'Mama', 'Shriram', 'Mughlai Fusion', 'Ever Green', 'St Sebastian Goan High School', 'Charni road railway station', 'Marine lines railway station', 'Kiah Metallurgical']","['4 Fan', '1 Exhaust Fan', '1 Dining Table', '14 Light', '3 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",4.3,"{'Environment': 4.1, 'Lifestyle': 4.2, 'Connectivity': 4.3, 'Safety': 4.3}",Under Construction,
Mahavir Plaza,"1 BHK House for sale in Sector 19 Airoli, Navi Mumbai",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-mahavir-plaza-sector-19-airoli-navi-mumbai-675-sq-ft-r1-spid-W77381343,₹98 Lac,"₹14,518 /sqft",675 sqft,Super Built-up Area,1 BHK,1  Bath,"Situated in sector 19 airoli, navi mumbai, mahavir plaza is a well planned society that offers a pleasant living experience to its residents. This 1 bhk flat in navi mumbai is your opportunity to be a part of this community. The flat is facing the east direction. The flat is over 675 sq.Ft. Super built up area and comes with 1 bedroom(s), 1 bathroom and 2 balconies. The property is located on t...",675.0,600.0,440.0,1 Bedroom,1 Bathroom,2 Balconies,Store Room,98 Lac,5th   of 23 Floors,South-East,Park/Garden,5 to 10 Year Old,"Mahavir Plaza Sector 19 Airoli, Navi Mumbai",Mahavir Plaza,Semifurnished,W77381343,"['Jai Bhawani Dainandin Bazaar', 'Jama Masjid', 'Visheshwar Mandir', 'Sankat Mochak Hanuman Mandir', 'Saibaba Temple', 'Bhuveneshwar Mandir', 'Icici ATM', 'Avadhoot Hospital and Iccu', 'Mody Hospital Iccu', 'NMMC MCH', 'Indravati Hospital', 'Shree Eye Clinic', 'Sanjivni Hospital Thane', 'Sai Seva Hospital and Icu Mumbai', 'Aayush Multispeciality Hospital', 'National Burns Center', 'Suruchi Eye Centre', 'Disha Hospital', 'Gandhi Hospital - Navi Mumbai', 'Asha Hospital and Iccu', 'Criti Care Iccu Multispeciality and Trauma Centre', ""Dr. Doke's Shraddha Hospital"", 'Jasmine Hospital And Wow Clinic', 'KRYPTON Heritage Health Care', 'Parulekar Hospital', 'Dr.Mahajan Hospital and Industrial Trauma Center', 'NMMC Hospitals', 'Dr Manes Gawali Hospital', 'Gigaplex IT Park', 'Sigma IT Park', 'Airoli Bus Depot', 'State bank of india', 'Thane janata sahakari bank tjsb', 'Chai Tales', 'Sainidhi', 'Prajakta Poli Bhaji Kendra', 'Smt. Sushiladevi Deshmukh Vidyalaya', 'Pes junior college of science', 'Airoli railway station', 'Digha railway station', 'Rabale railway station', 'Lionbridge Ltd Inc']","['1 Wardrobe', '2 Fan', '1 Geyser', '8 Light', '1 Modular Kitchen']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'No open drainage around', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",4.3,"{'Environment': 4.2, 'Lifestyle': 4.2, 'Connectivity': 4.3, 'Safety': 4.3}",Ready To Move,
Magnolias Neelkanth Greens,"3 BHK House for sale in Manpada, Thane",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-magnolias-neelkanth-greens-manpada-mumbai-thane-989-sq-ft-npspid-N80690937,₹2.1 Cr,"₹21,233 /sqft",989 sqft,Carpet Area,3 BHK,,"Book your 3 BHK flat in Manpada, Thane with Magnolias Neelkanth Greens. It has a carpet area of 989.0 sq. ft. and is available at a price of Rs. 2.1 Crore. It is an under construction property. Magnolias Neelkanth Greens has 15 towers and features an array of facilities including a Children's Play Area, Landscape Garden, Jogging Track, Rain Water Harvesting and Internal Street Lights. Lifts are...",,,,,,,,,,,,,,,,N80690937,"['Thane Railway Station', 'Metro Station Manpada', 'High Street Mall', 'R mall', 'Viviana mall', 'GB Road', 'Eastern Express Highway', 'St. Xaviers English High School', 'A. P. Shah Institute', 'Hiranandani Hospital']",[],[],3.9,"{'Management': 3.7, 'Amenities': 3.9, 'Green Area': 4.4, 'Construction': 4.2, 'Connectivity': 3.5}",Under Construction,
Raunak city D1,"1 BHK House for sale in Kalyan West, Thane",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-kalyan-west-mumbai-beyond-thane-700-sq-ft-spid-B81516637,₹35 Lac,"₹8,139 /sqft",700 sqft,Built-up Area,1 BHK,2  Baths,"Raunak city d1 is one of the most popular destination for buying apartments/ flats in kalyan west , thane outskirts. You too can be a part of this society by purchasing this 1 bhk flat here. This is a east-Facing property. Constructed on a built up area of 700 sq.Ft., the flat comprises 1 bedroom(s), 2 bathrooms and 2 balconies. This flat is situated on the 8th floor of this 22 floors tall resi...",,700.0,430.0,1 Bedroom,2 Bathrooms,2 Balconies,Others,35 Lac,8th   of 22 Floors,East,"Pool,Park/Garden,Others,Club",1 to 5 Year Old,"Raunak city D1 Kalyan West, Thane",,Unfurnished,B81516637,"['Shree Ram Mandir', 'Kali Masjid', 'Lotus Maternity Home and Child Surgery Center', 'Cauvery Uroderm Centre', 'Shwaas Multispeciality Hospital', 'Anand Nursing Home', 'Pratibha Hospital', 'Aayush Hospital', 'Sushrut Nursing Home', 'Tanmay Health Care', 'Wellspring Clinic', ""Kilbil Children's Hospital"", 'Sai Prasad Nursing Home and Scu', 'Apex Hospital', 'Phadke Hospital', 'Jagannath hospital', 'Ved Hospital', 'Puja Nursing Home', 'National Hospital', 'Katkar Hospital', 'The Kalyan Hospital and Iccu', 'Goverment Hospital', ""Social Service League Kalyan's Charitable Eye and General Hospital"", 'Sai Samarth Clinic', 'Bhoir Hospital', 'Om Hospital', 'Gurukripa Criticare Hospital Kalyan', 'Sai Sanjivani Criticare Hospital', 'Sai Shraddha Nursing Home', 'Shelar Hospital', 'Pranayu Multispeciality Hospital', 'Sai Sanket Hospital', ""Dr. Sundeep D. Jadhav's Nursing Home"", 'Nityan and Nursing Home', 'Dhanwantari Multispeciality Hospital', 'Fortis Hospitals Ltd Kalyan', 'AM PM 24 Hrs Hospital', 'Dombivli nagari sahakari bank ltd.', 'Acharya Atre Rangmandir', ""McDonald's"", 'Regal College']",[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",4.3,"{'Environment': 4.1, 'Lifestyle': 4.2, 'Connectivity': 4.4, 'Safety': 4.2}",Ready To Move,
Park Mist,"3 BHK House for sale in Dadar West, Mumbai",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-park-mist-dadar-west-south-mumbai-931-sq-ft-r6-spid-N73936877,₹5 Cr,"₹53,706 /sqft",930 sqft,Carpet Area,3 BHK,2  Baths,"This 3 bhk flat is located in park mist, which houses some of the most spacious flats in dadar west, mumbai south. This residential flat is south-Facing direction. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a carpet area of 931 sq.Ft. The property is located on the 28th floor of a 46 floors tall building. As the property i...",,,930.98,3 Bedrooms,2 Bathrooms,2 Balconies,Study Room,5 Crore,27th   of 46 Floors,South,Main Road,Under Construction,"Park Mist Dadar West, Mumbai",Park Mist,Semifurnished,N73936877,"['I. E. S. Modern School', 'L. Podar School', 'Bombay Scottish School', 'P.D. Hinduja Hospita', 'SL Raheja Hospital', 'KEM Hospital', 'ITC Grand Central']","['2 AC', '1 Modular Kitchen']","['Intercom Facility', 'Lift(s)', 'Park', 'Piped-gas', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal', 'Rain Water Harvesting']",4.3,"{'Environment': 4.0, 'Lifestyle': 4.3, 'Connectivity': 4.4, 'Safety': 4.2}",Under Construction,
Lodha Upper Thane,"2 BHK House for sale in Anjurdive, Thane",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-lodha-upper-thane-anjurdive-mumbai-beyond-thane-890-sq-ft-spid-B75231863,₹59 Lac,"₹11,132 /sqft",890 sqft,Built-up Area,2 BHK,2  Baths,"Lodha upper thane is one of thane outskirts's most sought after destination for apartments and this 2 bhk flat in anjurdive is your opportunity to be a part of this community. Constructed on a built up area of 890 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms . The flat has a total of 20 floors and this property is situated on 16th floor. Being a ready to move project, you can expect imm...",,890.0,530.0,2 Bedrooms,2 Bathrooms,No Balcony,,59 Lac,16th   of 20 Floors,South-East,Others,1 to 5 Year Old,"Lodha Upper Thane Anjurdive, Thane",Lodha Upper Thane,Unfurnished,B75231863,"['Viviana Mall', 'Supermarket', 'Sai Super Market', 'Airoli', 'Vikhroli', 'Euro School', 'Lotus Hospital', 'Mankoli Stadium', 'Delhivery Bhiwandi Mega Hub', 'Pimplas Fort', 'LUT Cricket Ground']",[],"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",3.8,"{'Management': 3.7, 'Amenities': 4.1, 'Green Area': 4.2, 'Construction': 3.8, 'Connectivity': 3.4}",Ready To Move,
Vasant Park CHS,"2 BHK House for sale in Khadakpada, Kalyan West",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vasant-park-chs-khadakpada-mumbai-beyond-thane-850-sq-ft-spid-W80878873,₹75 Lac,"₹12,500 /sqft",850 sqft,Super Built-up Area,2 BHK,2  Baths,"Located in the popular residential address of khadakapda , thane outskirts, vasant park chs is one of the most preferred destination for apartments in thane outskirts. This 2 bhk flat is your ticket to be a part of this community. This property faces the south-East direction. Constructed on a super built up area of 850 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms . This flat lies on the...",,,,,,,,,,,,,,,,,[],[],[],,{},Ready To Move,
white citys,"2 BHK House for sale in Lokhandwala Kandivali East, Mumbai",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-lokhandwala-kandivali-east-mumbai-andheri-dahisar-845-sq-ft-r3-spid-H71212632,₹2.2 Cr,"₹26,035 /sqft",845 sqft,Carpet Area,2 BHK,2  Baths,"White citys is one of the most popular destination for buying apartments/ flats in lokhandwala kandivali east, mumbai andheri-Dahisar. You too can be a part of this society by purchasing this 2 bhk flat here. The flat is over 845 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms and more than 3 balconies. The flat has a total of 40 floors and this property is situated on 34th floor. B...",,,845.0,2 Bedrooms,2 Bathrooms,3+ Balconies,,2.2 Crore,34th   of 40 Floors,North-West,"Main Road,Others",1 to 5 Year Old,"white citys Lokhandwala Kandivali East, Mumbai",,Semifurnished,H71212632,"['Big Bazzar Kandivali', 'Shivling', 'Durga Mata Mandir', 'Hdfc ATM', 'Kotak mahindra bank ATM', 'Shreeji Hospital Kandivli', 'Sai Siddhi Hospital', 'DNA Multispeciality Hospital - Mumbai', 'Jeevan Jyoti Hospital', 'Medha Maternity and Nursing Home - Kandivali E Mumbai', 'Shree Ram Shyam Clinic', 'Sanchaiti Hospital', 'Kairav Nursing Home', 'Kedar Nursing Home', 'Sai Swayam MatandNur Home', 'Gulmohar Eye Clinic', 'Shukla Diagnostic and Healthcare Centre', 'Omm Sai Nursing Home - Kandivali Mumbai', 'Saibaba Maternity and Nursing Home', 'ESIC Hospital', 'Nupur Nursing Home - Kandivli', 'Shraddha Orthopedic and Surgical Hospital', 'Akurli Maternity Home', 'Dhiraj Hospital', 'Raj Nursing Home Mumbai', 'Gokul Hospital Mumbai', 'Laxmi Clinic - Kandivli - Mumbai', 'Apollo', 'Samata Nagar', 'Thakur Miraj Cinemas', 'Bank of maharashtra', 'Hdfc bank', 'Canara bank', 'Yes bank', 'Icici bank', 'Saraswat bank', 'Svc bank', 'Ing bank', 'Kotak mahindra bank', 'Jai Mata Di Tea Stall', 'Avenue Hotel', 'Growels', 'cafe ameyzing', 'Pizza Hut', 'Cafe Coffee Day', ""McDonald's"", 'St. Joseph High School', 'Sharda Gyanpeeth International School', 'St. George High School', 'Bid Detail']","['4 Fan', '1 Exhaust Fan', '6 Light', '3 AC', '1 Modular Kitchen']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Club house / Community Center']",4.3,"{'Environment': 4.2, 'Lifestyle': 4.4, 'Connectivity': 4.3, 'Safety': 4.3}",Ready To Move,
"Ranjanpada, Kharghar, Navi Mumbai","House for sale in Ranjanpada, Kharghar",https://www.99acres.com/residential-land-plot-for-sale-in-ranjanpada-khargarh-navi-mumbai-121-sq-yard-spid-O80046651,₹6.04 Lac,₹554 /sqft,"1,089 sqft",Plot Area,Plot/Land,,"Unlock your dream land with zaminwale premium na plots in mahamumbai! Looking for the perfect investment in land? Zaminwale offers prime na plots in the rapidly developing regions of mahamumbai, panvel, and thane, strategically located near the upcoming navi mumbai international airport. Key connectivity advantages: Seamless transport access Mumbai trans harbour link (Mthl) swift connectivity t...",,,,,,,,6.04 Lac,,,Main Road,,Yes,,,O80046651,"['Ganesh Temple', 'Ganpati Mandir', 'Shiv Mandir Kharghar', 'Hanuman & Sani Temple', 'Hdfc ATM', 'Dr. Nitin Amale Hospital', ""Raghunath Children's Clinic"", 'Al Shifa Multi Speciality Hospital', 'Sabka Dentist', 'Pooja Eye Clinic', 'Suman Kanta Hospital', 'Polaris Hospital', 'Gayatri Gynac Clinic', 'Kalpataru Hospital & Maternity Clinic', 'Ayesha Hospital', ""Children's Hospital"", ""Saanvi Children's Hospital"", 'Advanced Key Physiotherapy', 'Shree Sai Multispeciality Hospital', 'Shree Childrens Hospital', 'Anjani Maternity and Nursing Home', 'Sanjeevan Hospital Raigarh', 'Ek Omkar Healthcare Centre', ""Riddhi Children's Hospital and Dental Clinic"", ""Deshpande Children's Hospital"", 'Sri Sai Clinic', 'Sukrut Maternity Clinic', 'Indian Oil Petrol Pump', 'Bank of india', 'Bank of baroda', 'State bank of mysore', 'State bank of india', 'Uco bank', 'Bank of india', 'Pmc bank', 'State bank of india', ""Smokin' Joe's Pizza"", 'Baugban Restaurant', 'Nice Moment Family Restaurant', 'Hotel Tulsi', 'Army Canteen', 'alpha quick bites fast food', 'Hotel Basera', 'Ambika Palace', 'RR MUMBAI EVENTS AND CATERERS', 'Runway Plaza', 'Pranam Hotel', 'DAV International School Kharghar', 'Taloje panchanand railway station', 'Navade road railway station']",[],"['Maintenance Staff', 'Water Storage']",,{},Ready To Move,
MICL Ghatkopar Avenue,"4 BHK House for sale in Ghatkopar East, Mumbai",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-micl-ghatkopar-avenue-ghatkopar-east-central-mumbai-suburbs-1550-sq-ft-r7-spid-L72872647,₹5.35 Cr,"₹34,516 /sqft","1,550 sqft",Carpet Area,4 BHK,4  Baths,"This lovely 3 bhk apartment/flat in ghatkopar east is available for sale in one of central mumbai suburbs's most popular projects, micl ghatkopar avenue. This residential flat is north-East-Facing direction. The flat occupies a carpet area of 1555 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 1 balcony. This flat is situated on the 11th floor of this 15 floors tall residential building. A...",,,1550.0,4 Bedrooms,4 Bathrooms,1 Balcony,Pooja Room,5.35 Crore,13rd   of 16 Floors,North-East,"Park/Garden,Main Road,Club,Others",1 to 5 Year Old,"MICL Ghatkopar Avenue Ghatkopar East, Mumbai",MICL Ghatkopar Avenue,Unfurnished,L72872647,"['R City Mall', 'Kurla Phoenix Mall', 'SCLR', 'Eastern Express Highway', 'Eastern freeway', 'Garodia International School', 'Universal High School', 'Sarvoday Hospital', 'Parakh Hospital']",[],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Water purifier', 'Maintenance Staff', 'False Ceiling Lighting', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",4.3,"{'Environment': 4.0, 'Lifestyle': 4.3, 'Connectivity': 4.4, 'Safety': 4.3}",Ready To Move,
